index,station_origin,station_destination,flows,population,jobs,distance
50023,Stratford,Goodmayes,380,59311,683,8589.619121
50024,Stratford,Gospel Oak,207,59311,2025,11971.51625
50025,Stratford,Grange Hill,16,59311,76,13409.11498
50026,Stratford,Great Portland Street,76,59311,6936,11645.22547
50027,Stratford,Green Park,502,59311,26754,12014.11982
50028,Stratford,Greenford,20,59311,1157,28004.5707
50029,Stratford,Greenwich,29,59311,1189,9533.701441
50030,Stratford,Gunnersbury,69,59311,4775,22371.8743
50031,Stratford,Hackney Central,1167,59311,2440,3951.88921
50032,Stratford,Hackney Wick,352,59311,1263,1572.923279
50033,Stratford,Haggerston,8,59311,1184,8020.090436
50034,Stratford,Hainault,73,59311,356,13636.4913
50035,Stratford,Hammersmith,123,59311,18250,18670.39959
50036,Stratford,Hampstead,10,59311,2010,15432.63625
50037,Stratford,Hampstead Heath,444,59311,2792,12910.07685
50038,Stratford,Hanger Lane,80,59311,1493,24178.25036
50039,Stratford,Harlesden,18,59311,1668,20328.69986
50040,Stratford,Harold Wood,163,59311,530,17721.92896
50041,Stratford,Harringay Green Lanes,0,59311,544,16593.21569
50042,Stratford,Harrow & Wealdstone,4,59311,1335,28993.28994
50043,Stratford,Harrow-on-the-Hill,14,59311,3019,26002.80622
50044,Stratford,Hatch End,0,59311,93,31990.354
50045,Stratford,Hatton Cross,3,59311,1219,35115.38588
50046,Stratford,Headstone Lane,0,59311,310,30844.20416
50047,Stratford,Heathrow Terminal 4,2,59311,693,36991.71857
50048,Stratford,Heathrow Terminal 5,7,59311,975,39983.4153
50049,Stratford,Heathrow Terminals 2 & 3,19,59311,2406,37528.13683
50050,Stratford,Hendon Central,63,59311,1878,20467.0586
50051,Stratford,Heron Quays,216,59311,5975,5834.246307
50052,Stratford,High Barnet,7,59311,953,27221.63731
50053,Stratford,High Street Kensington,57,59311,5427,16366.76701
50054,Stratford,Highams Park,0,59311,390,16718.12555
50055,Stratford,Highbury & Islington,1191,59311,25385,7403.933563
50056,Stratford,Highgate,11,59311,856,16849.06262
50057,Stratford,Hillingdon,0,59311,318,35143.35894
50058,Stratford,Holborn,1395,59311,22346,10050.1237
50059,Stratford,Holland Park,78,59311,2063,16374.07267
50060,Stratford,Holloway Road,21,59311,1696,10900.73935
50061,Stratford,Homerton,1091,59311,1998,2916.273662
50062,Stratford,Hornchurch,4,59311,451,17488.96093
50063,Stratford,Hounslow Central,13,59311,708,30832.82853
50064,Stratford,Hounslow East,10,59311,843,30087.14414
50065,Stratford,Hounslow West,8,59311,401,32311.91222
50066,Stratford,Hoxton,18,59311,2181,7185.511798
50067,Stratford,Hyde Park Corner,59,59311,2410,12794.00912
50068,Stratford,Ickenham,0,59311,282,34018.92174
50069,Stratford,Ilford,901,59311,1665,5635.299025
50070,Stratford,Imperial Wharf,36,59311,2049,18416.35292
50071,Stratford,Island Gardens,64,59311,691,8102.45647
50072,Stratford,Kennington,28,59311,1161,10601.99473
50073,Stratford,Kensal Green,1,59311,472,18106.08563
50074,Stratford,Kensal Rise,92,59311,1376,17555.22287
50075,Stratford,Kensington,58,59311,2252,17818.46061
50076,Stratford,Kentish Town,11,59311,3404,13500.7207
50077,Stratford,Kentish Town West,37,59311,1128,10880.35682
50078,Stratford,Kenton,0,59311,768,27212.61794
50079,Stratford,Kew Gardens,6,59311,792,24152.15522
50080,Stratford,Kilburn,18,59311,1953,15976.88914
50081,Stratford,Kilburn Park,16,59311,823,16867.53659
50082,Stratford,King George V,93,59311,800,7945.688133
50083,Stratford,King's Cross St. Pancras,161,59311,33330,9985.786572
50084,Stratford,Kingsbury,10,59311,1018,24463.57696
50085,Stratford,Knightsbridge,227,59311,6821,13377.96271
50086,Stratford,Ladbroke Grove,7,59311,2131,17008.15725
50087,Stratford,Lambeth North,10,59311,1319,10656.60745
50088,Stratford,Lancaster Gate,162,59311,1820,14177.86665
50089,Stratford,Langdon Park,626,59311,1989,3636.161592
50090,Stratford,Latimer Road,3,59311,1109,17667.73778
50091,Stratford,Leicester Square,117,59311,8847,11048.59557
50092,Stratford,Lewisham,292,59311,2400,11609.61159
50093,Stratford,Leyton,311,59311,1447,2131.342926
50094,Stratford,Leytonstone,398,59311,1844,3795.186486
50095,Stratford,Limehouse,44,59311,2969,6550.697981
50096,Stratford,Liverpool Street,6946,59311,61122,6698.46127
50097,Stratford,London Bridge,1317,59311,29930,8426.692325
50098,Stratford,London City Airport,170,59311,1941,6917.111241
50099,Stratford,London Fields,0,59311,790,6608.711769
50100,Stratford,Loughton,99,59311,655,12650.19651
50101,Stratford,Maida Vale,17,59311,949,16015.75507
50102,Stratford,Manor House,22,59311,1311,10577.39115
50103,Stratford,Manor Park,185,59311,436,3803.8296
50104,Stratford,Mansion House,7,59311,7815,8117.455376
50105,Stratford,Marble Arch,398,59311,6145,12959.26447
50106,Stratford,Maryland,115,59311,350,951.3047206
50107,Stratford,Marylebone,66,59311,4250,13010.34324
50108,Stratford,Mile End,500,59311,3759,2805.001392
50109,Stratford,Mill Hill East,6,59311,681,22490.84226
50110,Stratford,Moor Park,0,59311,550,35463.80694
50111,Stratford,Moorgate,26,59311,24574,7132.548719
50112,Stratford,Morden,32,59311,1447,22763.45015
50113,Stratford,Mornington Crescent,38,59311,2927,11632.54484
50114,Stratford,Mudchute,16,59311,302,7549.005461
50115,Stratford,Neasden,21,59311,732,19193.63946
50116,Stratford,Newbury Park,79,59311,559,10458.52348
50117,Stratford,North Acton,101,59311,3168,21723.95701
50118,Stratford,North Greenwich,772,59311,6276,5168.533039
50119,Stratford,North Harrow,0,59311,190,27982.43494
50120,Stratford,North Wembley,2,59311,365,24889.90354
50121,Stratford,Northfields,4,59311,864,25627.98303
50122,Stratford,Northolt,10,59311,663,29823.03696
50123,Stratford,Northwick Park,7,59311,1713,24699.67436
50124,Stratford,Northwood,3,59311,1018,33245.50783
50125,Stratford,Northwood Hills,0,59311,488,31658.83895
50126,Stratford,Notting Hill Gate,181,59311,5490,15674.3392
50127,Stratford,Oakwood,1,59311,423,20534.34998
50128,Stratford,Old Street,126,59311,15897,7986.068438
50129,Stratford,Osterley,3,59311,521,29119.64947
50130,Stratford,Oval,70,59311,2544,11517.15242
50131,Stratford,Oxford Circus,1047,59311,44368,11721.48767
50132,Stratford,Paddington,103,59311,20198,14295.51656
50133,Stratford,Park Royal,2,59311,1552,26097.78826
50134,Stratford,Parsons Green,28,59311,2711,18484.25884
50135,Stratford,Perivale,18,59311,532,26408.13558
50136,Stratford,Piccadilly Circus,205,59311,13641,11236.49373
50137,Stratford,Pimlico,67,59311,5585,13671.21151
50138,Stratford,Pinner,0,59311,292,29500.19035
50139,Stratford,Plaistow,19,59311,1049,2603.345009
50140,Stratford,Pontoon Dock,221,59311,1123,5775.761212
50141,Stratford,Poplar,145,59311,1301,4894.567529
50142,Stratford,Preston Road,2,59311,411,22966.54056
50143,Stratford,Prince Regent,0,59311,754,5489.009602
50144,Stratford,Pudding Mill Lane,222,59311,431,1137.033257
50145,Stratford,Putney Bridge,32,59311,2494,19478.72119
50146,Stratford,Queen's Park,18,59311,2167,16721.45997
50147,Stratford,Queensbury,13,59311,439,25709.57219
50148,Stratford,Queensway,129,59311,1882,15036.01627
50149,Stratford,Ravenscourt Park,9,59311,1895,19510.50251
50150,Stratford,Rayners Lane,1,59311,426,28608.78735
50151,Stratford,Rectory Road,0,59311,219,8735.746858
50152,Stratford,Redbridge,41,59311,198,6643.022594
50153,Stratford,Regent's Park,24,59311,3364,12699.5383
50154,Stratford,Richmond,34,59311,5397,26320.31849
50155,Stratford,Rickmansworth,1,59311,937,38861.0264
50156,Stratford,Roding Valley,20,59311,84,9873.542889
50157,Stratford,Romford,843,59311,2194,13743.38708
50158,Stratford,Royal Albert,1,59311,684,6377.430085
50159,Stratford,Royal Oak,3,59311,856,15232.81307
50160,Stratford,Royal Victoria,1,59311,763,4358.179335
50161,Stratford,Ruislip,1,59311,257,32233.26676
50162,Stratford,Ruislip Gardens,0,59311,167,33032.91321
50163,Stratford,Ruislip Manor,0,59311,408,31554.38078
50164,Stratford,Russell Square,86,59311,5172,10756.55802
50165,Stratford,Seven Kings,275,59311,559,7605.870949
50166,Stratford,Seven Sisters,0,59311,10191,11855.55606
50167,Stratford,Shadwell,13,59311,7447,6008.781818
50168,Stratford,Shenfield,0,59311,933,26340.11657
50169,Stratford,Shepherd's Bush,299,59311,9890,17285.75209
50170,Stratford,Shepherd's Bush Market,0,59311,416,18747.86281
50171,Stratford,Shoreditch High Street,0,59311,7558,6110.2594
50172,Stratford,Silver Street,3,59311,953,15601.17136
50173,Stratford,Sloane Square,101,59311,8229,13437.09237
50174,Stratford,Snaresbrook,99,59311,512,5453.337104
50175,Stratford,South Acton,52,59311,975,23388.71368
50176,Stratford,South Ealing,2,59311,670,25175.03774
50177,Stratford,South Harrow,0,59311,387,30414.34405
50178,Stratford,South Kensington,149,59311,15325,14610.31475
50179,Stratford,South Kenton,1,59311,261,25825.64871
50180,Stratford,South Quay,696,59311,4591,6485.888156
50181,Stratford,South Ruislip,1,59311,289,32147.02748
50182,Stratford,South Tottenham,0,59311,552,16621.49391
50183,Stratford,South Wimbledon,14,59311,1361,21230.20384
50184,Stratford,South Woodford,173,59311,766,6769.15784
50185,Stratford,Southbury,0,59311,538,19770.17549
50186,Stratford,Southfields,6,59311,1351,22168.17487
50187,Stratford,Southgate,10,59311,874,18668.70513
50188,Stratford,Southwark,839,59311,10326,9525.04141
50189,Stratford,St James Street,0,59311,184,11800.58026
50190,Stratford,St. James's Park,196,59311,13339,11494.02776
50191,Stratford,St. John's Wood,98,59311,3982,14610.97501
50192,Stratford,St. Paul's,1060,59311,13446,8389.488795
50193,Stratford,Stamford Brook,3,59311,784,20219.79206
50194,Stratford,Stamford Hill,1,59311,352,10730.47266
50195,Stratford,Stanmore,7,59311,983,28822.54901
50196,Stratford,Star Lane,430,59311,1052,2537.161178
50197,Stratford,Stepney Green,109,59311,1879,3834.273769
50198,Stratford,Stockwell,35,59311,1623,12801.17696
50199,Stratford,Stoke Newington,2,59311,479,9519.002572
50200,Stratford,Stonebridge Park,12,59311,729,21823.64863
50201,Stratford,Stratford High Street,119,59311,788,519.3000735
50202,Stratford,Stratford International,486,59311,1546,1321.068117
50203,Stratford,Sudbury Hill,0,59311,277,31297.60037
50204,Stratford,Sudbury Town,0,59311,218,29680.54376
50205,Stratford,Swiss Cottage,52,59311,2598,15580.9153
50206,Stratford,Temple,80,59311,6780,9529.760472
50207,Stratford,Theobalds Grove,0,59311,182,24811.59436
50208,Stratford,Theydon Bois,7,59311,98,18024.42475
50209,Stratford,Tooting Bec,22,59311,1239,17796.35458
50210,Stratford,Tooting Broadway,78,59311,4506,18871.31602
50211,Stratford,Tottenham Court Road,1085,59311,19126,10847.18536
50212,Stratford,Tottenham Hale,0,59311,3239,13009.09523
50213,Stratford,Totteridge & Whetstone,6,59311,287,24629.00681
50214,Stratford,Tower Gateway,2,59311,3342,7286.085305
50215,Stratford,Tower Hill,142,59311,8286,6717.006006
50216,Stratford,Tufnell Park,8,59311,557,14265.32171
50217,Stratford,Turkey Street,0,59311,458,22471.75221
50218,Stratford,Turnham Green,7,59311,1515,20824.55631
50219,Stratford,Turnpike Lane,17,59311,992,12899.05051
50220,Stratford,Upminster,0,59311,1132,19290.45605
50221,Stratford,Upminster Bridge,4,59311,568,18715.89041
50222,Stratford,Upney,7,59311,485,9014.259887
50223,Stratford,Upper Holloway,3,59311,898,13871.74155
50224,Stratford,Upton Park,34,59311,1642,3924.423652
50225,Stratford,Uxbridge,19,59311,4316,37287.75406
50226,Stratford,Vauxhall,302,59311,16242,14308.03267
50227,Stratford,Victoria,354,59311,33251,12271.33336
50228,Stratford,Walthamstow Central,0,59311,5271,12771.29025
50229,Stratford,Wanstead,76,59311,419,5462.637038
50230,Stratford,Warren Street,56,59311,17309,11395.35745
50231,Stratford,Warwick Avenue,15,59311,1174,15228.1425
50232,Stratford,Waterloo,1448,59311,23466,10082.9184
50233,Stratford,Watford,2,59311,961,40428.83612
50234,Stratford,Watford High Street,2,59311,790,37710.92503
50235,Stratford,Watford Junction,1,59311,1367,39116.96256
50236,Stratford,Wembley Central,9,59311,1327,23541.7471
50237,Stratford,Wembley Park,59,59311,5759,21546.8054
50238,Stratford,West Acton,7,59311,488,23535.45179
50239,Stratford,West Brompton,57,59311,5859,16839.15863
50240,Stratford,West Finchley,1,59311,91,22205.43077
50241,Stratford,West Ham,277,59311,5487,1673.509515
50242,Stratford,West Hampstead,175,59311,5856,14961.26753
50243,Stratford,West Harrow,1,59311,122,27244.67491
50244,Stratford,West India Quay,184,59311,400,5155.430103
50245,Stratford,West Kensington,14,59311,1345,17215.83473
50246,Stratford,West Ruislip,1,59311,194,35157.3064
50247,Stratford,West Silvertown,213,59311,893,5019.715322
50248,Stratford,Westbourne Park,10,59311,1347,16202.21732
50249,Stratford,Westferry,15,59311,1250,5577.080974
50250,Stratford,Westminster,679,59311,15466,10933.27842
50251,Stratford,White City,220,59311,5966,18586.25318
50252,Stratford,White Hart Lane,4,59311,641,14401.25
50253,Stratford,Whitechapel,765,59311,17633,4914.437953
50254,Stratford,Willesden Green,16,59311,830,17161.94707
50255,Stratford,Willesden Junction,83,59311,4165,19184.46666
50256,Stratford,Wimbledon,3,59311,6295,25183.73691
50257,Stratford,Wimbledon Park,4,59311,596,23527.82464
50258,Stratford,Wood Green,43,59311,2146,13829.87613
50259,Stratford,Wood Lane,1,59311,1578,18221.59986
50260,Stratford,Wood Street,0,59311,404,14138.98615
50261,Stratford,Woodford,133,59311,706,8481.112756
50262,Stratford,Woodside Park,8,59311,745,23151.90511
50263,Stratford,Woolwich Arsenal,1106,59311,4428,10374.96388
50264,Stratford High Street,Abbey Road,3,379,345,655.2113013
50265,Stratford High Street,Beckton,0,379,442,9165.333075
50266,Stratford High Street,Beckton Park,1,379,88,6559.200786
50267,Stratford High Street,Canning Town,19,379,15428,2884.134469
50268,Stratford High Street,Custom House,4,379,845,4480.066931
50269,Stratford High Street,Cutty Sark,0,379,1748,9159.11021
50270,Stratford High Street,Cyprus,3,379,850,7187.310919
50271,Stratford High Street,East India,6,379,1522,4039.352968
50272,Stratford High Street,Gallions Reach,5,379,557,7929.084799
50273,Stratford High Street,King George V,7,379,800,7461.23234
50274,Stratford High Street,Limehouse,3,379,2969,6809.749183
50275,Stratford High Street,London City Airport,17,379,1941,6432.655449
50276,Stratford High Street,Pontoon Dock,7,379,1123,5291.305419
50277,Stratford High Street,Prince Regent,4,379,754,5004.55381
50278,Stratford High Street,Royal Albert,3,379,684,5892.974292
50279,Stratford High Street,Royal Victoria,1,379,763,3873.723543
50280,Stratford High Street,Shadwell,1,379,7447,6528.081892
50281,Stratford High Street,South Quay,1,379,4591,6744.939357
50282,Stratford High Street,Star Lane,22,379,1052,2052.705386
50283,Stratford High Street,Stratford,96,379,55954,519.3000735
50284,Stratford High Street,Stratford International,28,379,1546,1840.368191
50285,Stratford High Street,Tower Gateway,0,379,3342,7805.385379
50286,Stratford High Street,West Ham,95,379,5487,1189.053723
50287,Stratford High Street,West Silvertown,8,379,893,4535.25953
50288,Stratford High Street,Westferry,0,379,1250,5836.132176
50289,Stratford High Street,Woolwich Arsenal,45,379,4428,9890.508084
50290,Stratford International,Abbey Road,11,2287,345,2495.579492
50291,Stratford International,All Saints,0,2287,444,5463.653704
50292,Stratford International,Beckton,1,2287,442,10970.85698
50293,Stratford International,Beckton Park,1,2287,88,8364.724695
50294,Stratford International,Blackwall,1,2287,665,6236.184083
50295,Stratford International,Bow Church,2,2287,925,3466.395668
50296,Stratford International,Canary Wharf,57,2287,58772,6803.742437
50297,Stratford International,Canning Town,86,2287,15428,4689.658378
50298,Stratford International,Crossharbour,1,2287,1208,8403.703777
50299,Stratford International,Custom House,6,2287,845,6285.59084
50300,Stratford International,Cutty Sark,4,2287,1748,10221.12713
50301,Stratford International,Cyprus,9,2287,850,8992.834828
50302,Stratford International,Deptford Bridge,0,2287,840,11639.63347
50303,Stratford International,Devons Road,3,2287,611,4104.880913
50304,Stratford International,East India,16,2287,1522,5844.876877
50305,Stratford International,Gallions Reach,4,2287,557,9734.608709
50306,Stratford International,Greenwich,0,2287,1189,10854.76956
50307,Stratford International,Heron Quays,7,2287,5975,7155.314424
50308,Stratford International,King George V,16,2287,800,9266.75625
50309,Stratford International,Langdon Park,6,2287,1989,4957.229709
50310,Stratford International,Lewisham,4,2287,2400,12930.67971
50311,Stratford International,Limehouse,8,2287,2969,7871.766098
50312,Stratford International,London City Airport,40,2287,1941,8238.179358
50313,Stratford International,Mudchute,0,2287,302,8870.073579
50314,Stratford International,Pontoon Dock,17,2287,1123,7096.829329
50315,Stratford International,Poplar,5,2287,1301,6215.635647
50316,Stratford International,Prince Regent,3,2287,754,6810.077719
50317,Stratford International,Pudding Mill Lane,0,2287,431,2458.101374
50318,Stratford International,Royal Albert,4,2287,684,7698.498202
50319,Stratford International,Royal Victoria,3,2287,763,5679.247452
50320,Stratford International,Shadwell,2,2287,7447,7329.849936
50321,Stratford International,South Quay,9,2287,4591,7806.956273
50322,Stratford International,Star Lane,31,2287,1052,3858.229296
50323,Stratford International,Stratford,1461,2287,55954,1321.068117
50324,Stratford International,Stratford High Street,26,2287,788,1840.368191
50325,Stratford International,Tower Gateway,3,2287,3342,8607.153422
50326,Stratford International,West Ham,296,2287,5487,2994.577632
50327,Stratford International,West India Quay,4,2287,400,6476.49822
50328,Stratford International,West Silvertown,26,2287,893,6340.783439
50329,Stratford International,Westferry,1,2287,1250,6898.149091
50330,Stratford International,Woolwich Arsenal,113,2287,4428,11696.03199
50331,Sudbury Hill,Acton Town,49,1337,2202,8250.501841
50332,Sudbury Hill,Aldgate,2,1337,7782,25194.55366
50333,Sudbury Hill,Aldgate East,1,1337,7932,25436.60084
50334,Sudbury Hill,Alperton,26,1337,741,3277.413897
50335,Sudbury Hill,Amersham,0,1337,256,29205.09035
50336,Sudbury Hill,Angel,4,1337,8103,24014.4745
50337,Sudbury Hill,Archway,0,1337,2193,26468.12753
50338,Sudbury Hill,Arnos Grove,0,1337,748,33781.49913
50339,Sudbury Hill,Baker Street,5,1337,14973,20347.89743
50340,Sudbury Hill,Balham,0,1337,3814,26778.34133
50341,Sudbury Hill,Bank and Monument,5,1337,78549,23757.63642
50342,Sudbury Hill,Barbican,3,1337,9134,25153.06416
50343,Sudbury Hill,Barons Court,17,1337,2956,13521.03287
50344,Sudbury Hill,Bayswater,1,1337,615,18037.38482
50345,Sudbury Hill,Bermondsey,0,1337,3172,25057.28453
50346,Sudbury Hill,Blackfriars,5,1337,10849,22588.34398
50347,Sudbury Hill,Blackhorse Road,0,1337,2955,28699.89792
50348,Sudbury Hill,Bond Street,5,1337,20967,20500.85615
50349,Sudbury Hill,Boston Manor,11,1337,892,11762.23849
50350,Sudbury Hill,Bounds Green,0,1337,778,32427.25664
50351,Sudbury Hill,Brixton,3,1337,5084,24345.06667
50352,Sudbury Hill,Caledonian Road,0,1337,1803,24868.85614
50353,Sudbury Hill,Camden Town,3,1337,6348,23432.02477
50354,Sudbury Hill,Canada Water,3,1337,20443,26046.80145
50355,Sudbury Hill,Canary Wharf,11,1337,58772,28648.66772
50356,Sudbury Hill,Canning Town,1,1337,15428,31192.85633
50357,Sudbury Hill,Cannon Street,2,1337,4698,23496.78698
50358,Sudbury Hill,Canons Park,0,1337,526,16209.07845
50359,Sudbury Hill,Chalk Farm,1,1337,1329,24425.80191
50360,Sudbury Hill,Chancery Lane,4,1337,15391,22068.21691
50361,Sudbury Hill,Charing Cross,1,1337,7016,20701.37836
50362,Sudbury Hill,Chiswick Park,19,1337,1517,9525.446648
50363,Sudbury Hill,Covent Garden,8,1337,4355,20869.79262
50364,Sudbury Hill,Dollis Hill,1,1337,847,13491.75327
50365,Sudbury Hill,Ealing Broadway,29,1337,4846,8789.176095
50366,Sudbury Hill,Ealing Common,65,1337,915,7223.879012
50367,Sudbury Hill,Earl's Court,57,1337,6613,15025.83093
50368,Sudbury Hill,East Finchley,0,1337,1253,29807.35298
50369,Sudbury Hill,East Ham,0,1337,2062,34906.47906
50370,Sudbury Hill,East Putney,7,1337,1877,19291.34827
50371,Sudbury Hill,Eastcote,9,1337,364,5110.376743
50372,Sudbury Hill,Edgware Road,1,1337,6868,19313.05707
50373,Sudbury Hill,Elephant & Castle,5,1337,6427,22784.09131
50374,Sudbury Hill,Embankment,1,1337,10220,21041.70918
50375,Sudbury Hill,Euston,1,1337,16800,22058.42596
50376,Sudbury Hill,Euston Square,3,1337,8093,21794.6771
50377,Sudbury Hill,Farringdon,5,1337,25592,24692.15422
50378,Sudbury Hill,Finchley Road,7,1337,3417,17619.37824
50379,Sudbury Hill,Finsbury Park,3,1337,6769,26553.22011
50380,Sudbury Hill,Fulham Broadway,10,1337,4200,16535.982
50381,Sudbury Hill,Gloucester Road,18,1337,5194,15935.95215
50382,Sudbury Hill,Goldhawk Road,3,1337,370,13632.79012
50383,Sudbury Hill,Goodge Street,2,1337,6457,21734.67407
50384,Sudbury Hill,Great Portland Street,3,1337,6936,21174.71688
50385,Sudbury Hill,Green Park,12,1337,26754,19351.94383
50386,Sudbury Hill,Gunnersbury,3,1337,4775,12020.36206
50387,Sudbury Hill,Hammersmith,137,1337,18250,12627.20078
50388,Sudbury Hill,Harrow-on-the-Hill,5,1337,3019,5897.003492
50389,Sudbury Hill,Hatton Cross,3,1337,1219,20318.78919
50390,Sudbury Hill,Heathrow Terminal 4,0,1337,693,22195.12188
50391,Sudbury Hill,Heathrow Terminal 5,2,1337,975,25186.81861
50392,Sudbury Hill,Heathrow Terminals 2 & 3,5,1337,2406,22731.54014
50393,Sudbury Hill,High Barnet,0,1337,953,38430.90702
50394,Sudbury Hill,High Street Kensington,5,1337,5427,16326.69104
50395,Sudbury Hill,Highbury & Islington,1,1337,25385,24495.87615
50396,Sudbury Hill,Hillingdon,9,1337,318,9825.593953
50397,Sudbury Hill,Holborn,15,1337,22346,21502.7332
50398,Sudbury Hill,Holland Park,1,1337,2063,17567.45738
50399,Sudbury Hill,Holloway Road,2,1337,1696,25484.15359
50400,Sudbury Hill,Hounslow Central,5,1337,708,16036.23184
50401,Sudbury Hill,Hounslow East,22,1337,843,15290.54745
50402,Sudbury Hill,Hounslow West,3,1337,401,17515.31553
50403,Sudbury Hill,Hyde Park Corner,4,1337,2410,18572.05453
50404,Sudbury Hill,Ickenham,5,1337,282,8701.156758
50405,Sudbury Hill,Kentish Town,0,1337,3404,24709.99041
50406,Sudbury Hill,Kew Gardens,4,1337,792,13800.64298
50407,Sudbury Hill,Kilburn,0,1337,1953,15922.92058
50408,Sudbury Hill,King's Cross St. Pancras,12,1337,33330,22834.15578
50409,Sudbury Hill,Kingsbury,1,1337,1018,13269.77587
50410,Sudbury Hill,Knightsbridge,22,1337,6821,17988.10094
50411,Sudbury Hill,Ladbroke Grove,4,1337,2131,15811.7851
50412,Sudbury Hill,Lambeth North,2,1337,1319,21788.37103
50413,Sudbury Hill,Latimer Road,2,1337,1109,15152.20457
50414,Sudbury Hill,Leicester Square,6,1337,8847,20504.26133
50415,Sudbury Hill,Liverpool Street,8,1337,61122,24599.1391
50416,Sudbury Hill,London Bridge,12,1337,29930,22969.45799
50417,Sudbury Hill,Manor House,3,1337,1311,27669.33374
50418,Sudbury Hill,Mansion House,5,1337,7815,23248.60828
50419,Sudbury Hill,Mile End,1,1337,3759,28509.37147
50420,Sudbury Hill,Moor Park,0,1337,550,15358.00421
50421,Sudbury Hill,Moorgate,1,1337,24574,24534.46588
50422,Sudbury Hill,Mornington Crescent,1,1337,2927,22841.81455
50423,Sudbury Hill,Neasden,0,1337,732,12706.17025
50424,Sudbury Hill,North Ealing,45,1337,332,6299.470558
50425,Sudbury Hill,North Greenwich,2,1337,6276,30478.45101
50426,Sudbury Hill,Northfields,17,1337,864,10831.38635
50427,Sudbury Hill,Northwick Park,1,1337,1713,7200.135349
50428,Sudbury Hill,Northwood,2,1337,1018,13139.7051
50429,Sudbury Hill,Notting Hill Gate,3,1337,5490,17287.33658
50430,Sudbury Hill,Oakwood,0,1337,423,37626.29257
50431,Sudbury Hill,Old Street,6,1337,15897,25387.9856
50432,Sudbury Hill,Osterley,7,1337,521,14323.05278
50433,Sudbury Hill,Oxford Circus,7,1337,44368,20362.51031
50434,Sudbury Hill,Paddington,4,1337,20198,18524.42579
50435,Sudbury Hill,Park Royal,67,1337,1552,5199.812107
50436,Sudbury Hill,Parsons Green,12,1337,2711,17238.32033
50437,Sudbury Hill,Piccadilly Circus,15,1337,13641,20129.56992
50438,Sudbury Hill,Pimlico,1,1337,5585,20426.14516
50439,Sudbury Hill,Preston Road,0,1337,411,8933.269149
50440,Sudbury Hill,Putney Bridge,12,1337,2494,18232.78268
50441,Sudbury Hill,Queensbury,0,1337,439,14515.77111
50442,Sudbury Hill,Ravenscourt Park,9,1337,1895,11792.62283
50443,Sudbury Hill,Rayners Lane,26,1337,426,3291.022365
50444,Sudbury Hill,Regent's Park,0,1337,3364,21143.43748
50445,Sudbury Hill,Richmond,24,1337,5397,15968.80625
50446,Sudbury Hill,Rickmansworth,0,1337,937,18755.22367
50447,Sudbury Hill,Royal Oak,2,1337,856,17587.12928
50448,Sudbury Hill,Ruislip,4,1337,257,6915.501776
50449,Sudbury Hill,Ruislip Manor,8,1337,408,6236.615795
50450,Sudbury Hill,Russell Square,6,1337,5172,22209.16751
50451,Sudbury Hill,Seven Sisters,1,1337,10191,29959.1085
50452,Sudbury Hill,Shepherd's Bush Market,1,1337,416,14072.07954
50453,Sudbury Hill,Sloane Square,6,1337,8229,17860.508
50454,Sudbury Hill,South Ealing,6,1337,670,10378.44105
50455,Sudbury Hill,South Harrow,55,1337,387,1485.465659
50456,Sudbury Hill,South Kensington,30,1337,15325,16687.28563
50457,Sudbury Hill,Southfields,3,1337,1351,20922.23637
50458,Sudbury Hill,Southgate,1,1337,874,35760.64771
50459,Sudbury Hill,Southwark,5,1337,10326,21871.1089
50460,Sudbury Hill,St. James's Park,12,1337,13339,19803.57261
50461,Sudbury Hill,St. John's Wood,0,1337,3982,19234.67128
50462,Sudbury Hill,St. Paul's,5,1337,13446,23163.3681
50463,Sudbury Hill,Stamford Brook,6,1337,784,11083.33327
50464,Sudbury Hill,Stockwell,0,1337,1623,22758.32912
50465,Sudbury Hill,Stratford,2,1337,55954,31297.60037
50466,Sudbury Hill,Sudbury Town,14,1337,218,1617.056615
50467,Sudbury Hill,Swiss Cottage,0,1337,2598,18264.73099
50468,Sudbury Hill,Temple,2,1337,6780,21836.30318
50469,Sudbury Hill,Tooting Bec,0,1337,1239,27753.50675
50470,Sudbury Hill,Tooting Broadway,4,1337,4506,28828.46819
50471,Sudbury Hill,Tottenham Court Road,1,1337,19126,21090.2017
50472,Sudbury Hill,Tottenham Hale,0,1337,3239,30114.10365
50473,Sudbury Hill,Tower Hill,3,1337,8286,24597.36686
50474,Sudbury Hill,Turnham Green,17,1337,1515,10473.04406
50475,Sudbury Hill,Turnpike Lane,1,1337,992,29990.9931
50476,Sudbury Hill,Upton Park,0,1337,1642,33606.23323
50477,Sudbury Hill,Uxbridge,81,1337,4316,11969.98908
50478,Sudbury Hill,Vauxhall,4,1337,16242,21251.47341
50479,Sudbury Hill,Victoria,11,1337,33251,19026.26701
50480,Sudbury Hill,Walthamstow Central,0,1337,5271,30258.96167
50481,Sudbury Hill,Warren Street,2,1337,17309,21512.22475
50482,Sudbury Hill,Waterloo,4,1337,23466,21214.68197
50483,Sudbury Hill,Watford,1,1337,961,20323.03339
50484,Sudbury Hill,Wembley Park,1,1337,5759,10353.00431
50485,Sudbury Hill,West Brompton,3,1337,5859,15593.22012
50486,Sudbury Hill,West Hampstead,0,1337,5856,16938.54219
